"cidade_id","mes_ano","indice_vendas","indice_confianca_consumidor","cidade_nome","polo","coord_x_km","coord_y_km","populacao_mil","indice_renda_media","ticket_medio_regional","var_placebo_espacial"
"CID13",2021-02-01,158.1,107,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-03-01,162.4,105.9,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-04-01,171.6,111.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-05-01,183.4,102.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-06-01,177.7,100.3,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-07-01,166,95.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-08-01,149.7,97.3,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-09-01,140.3,96.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-10-01,120.2,100.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-11-01,130.2,95.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2021-12-01,116.4,99.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-01-01,146.7,106,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-02-01,148,109.5,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-03-01,167.5,107.1,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-04-01,177,108.4,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-05-01,180,102.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-06-01,184.6,98.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-07-01,168.9,93.1,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-08-01,159.7,98.4,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-09-01,146.7,99.4,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-10-01,131.7,98,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-11-01,133.4,105.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2022-12-01,133.7,101.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-01-01,129.8,106,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-02-01,159.7,109.3,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-03-01,165.1,109.8,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-04-01,180.1,107.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-05-01,184.2,105,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-06-01,180.6,105.1,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-07-01,171,101.1,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-08-01,161.6,100.8,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-09-01,145.1,98.9,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-10-01,136.6,108.8,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-11-01,122.3,103.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2023-12-01,136.3,111.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-01-01,142,115.8,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-02-01,147.7,111.5,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-03-01,176.2,108,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-04-01,177.2,105.9,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-05-01,196.6,102,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-06-01,178.8,104.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-07-01,172.1,98.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-08-01,144.1,100,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-09-01,135.6,101.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-10-01,123.9,104.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-11-01,125.2,102.5,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2024-12-01,141.4,106,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-01-01,143.4,107.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-02-01,159.9,112.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-03-01,178.7,109.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-04-01,181.3,111.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-05-01,196.7,103.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-06-01,186.6,105.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-07-01,177.8,107.2,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-08-01,159,94.6,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-09-01,140.7,101.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-10-01,141.7,104.7,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-11-01,124.6,106,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID13",2025-12-01,131.1,108.4,"Pinhal Grande","Polo_1",20.48,15.64,45,4.418,63.37,98.35
"CID14",2019-01-01,129.5,105.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-02-01,151.9,110.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-03-01,162.4,107.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-04-01,183.6,105.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-05-01,167.3,99.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-06-01,175.6,96.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-07-01,156.1,93.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-08-01,147.5,94.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-09-01,128.7,94.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-10-01,123.4,95.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-11-01,120,95.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2019-12-01,127.1,98.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-01-01,144,105.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-02-01,151.3,113.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-03-01,166.1,105.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-04-01,180.8,108.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-05-01,179.5,107.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-06-01,168.6,100.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-07-01,172.8,101.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-08-01,153.5,96.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-09-01,132.5,100.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-10-01,123.6,97.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-11-01,124.4,101.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2020-12-01,134.3,106.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-01-01,145.3,106.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-02-01,164,105.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-03-01,169.6,108.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-04-01,185.4,110.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-05-01,188,103.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-06-01,171.5,103.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-07-01,165.4,95,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-08-01,153.4,98,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-09-01,131.2,98.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-10-01,137.9,100.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-11-01,124.5,96.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2021-12-01,128.5,102.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-01-01,148.6,103.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-02-01,160.5,110.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-03-01,160.9,108.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-04-01,182,105.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-05-01,184.3,104.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-06-01,174.2,100.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-07-01,172.5,97.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-08-01,158.5,97.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-09-01,144.5,96.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-10-01,134.6,98.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-11-01,140.6,106,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2022-12-01,130.9,101.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-01-01,145.6,109.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-02-01,166.6,110.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-03-01,172.8,111.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-04-01,198,108.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-05-01,190.6,105.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-06-01,183.3,104.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-07-01,167.4,100.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-08-01,156.1,101.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-09-01,146.4,99.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-10-01,129.6,108.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-11-01,142,101.6,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2023-12-01,142.4,113.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-01-01,148.5,116.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-02-01,155.1,111.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-03-01,164.9,109.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-04-01,177.6,103.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-05-01,189.8,105.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-06-01,180.5,103.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-07-01,169.9,99.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-08-01,164.3,98.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-09-01,137.6,103.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-10-01,132.4,101.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-11-01,142.3,101.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2024-12-01,126.2,106.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-01-01,151.6,106.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-02-01,174.7,112.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-03-01,186.3,107.7,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-04-01,189.2,112.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-05-01,193,106.1,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-06-01,181.4,106.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-07-01,173.6,104.2,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-08-01,172.6,97.3,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-09-01,144.4,103.4,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-10-01,145.2,102.5,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-11-01,143.1,105.9,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID14",2025-12-01,137.5,110.8,"Estrela do Norte","Polo_2",42.68,67.52,30,2.598,44.13,101.23
"CID15",2019-01-01,305.2,103.5,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-02-01,316,107.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-03-01,329.5,103,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-04-01,320.9,104.5,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-05-01,358.9,101.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-06-01,352.9,96.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-07-01,315.2,92,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-08-01,306.8,94.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-09-01,262.2,93.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-10-01,249.4,94.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-11-01,270.6,98,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2019-12-01,260.9,101.3,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-01-01,293.3,106.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-02-01,337.7,112.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-03-01,344.7,105.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-04-01,374.7,107,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-05-01,379.7,106.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-06-01,377.5,97.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-07-01,309.4,100.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-08-01,309.7,101.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-09-01,307.5,97.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-10-01,275.5,99.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-11-01,267.3,100.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2020-12-01,260.6,110.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-01-01,306,109.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-02-01,348.9,107.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-03-01,354.9,106.5,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-04-01,387.5,110.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-05-01,387,101.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-06-01,369.3,105.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-07-01,348.7,93.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-08-01,329.1,99.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-09-01,285.6,96.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-10-01,267.1,101,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-11-01,247.9,96.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2021-12-01,295.9,103.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-01-01,318,101.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-02-01,334.9,109.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-03-01,379.1,106.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-04-01,385.5,107.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-05-01,388.8,104.3,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-06-01,390.9,98.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-07-01,376.9,92.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-08-01,340,99.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-09-01,302.8,98.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-10-01,284.1,98.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-11-01,289.4,105.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2022-12-01,292.3,100.8,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-01-01,329.1,107.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-02-01,350.7,111.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-03-01,394.2,111.3,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-04-01,399.3,109,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-05-01,423.8,104.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-06-01,385.7,105,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-07-01,370.9,99.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-08-01,346.2,99.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-09-01,308.1,99.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-10-01,295.5,108.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-11-01,280.5,98.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2023-12-01,305.9,109.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-01-01,338,114.9,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-02-01,361.9,110.3,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-03-01,397.4,108.3,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-04-01,396.6,101.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-05-01,405.9,104.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-06-01,408.2,102,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-07-01,383,101.5,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-08-01,355.1,102,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-09-01,337.5,104.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-10-01,311.8,103.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-11-01,288.6,103.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2024-12-01,300.7,107.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-01-01,326.5,109.2,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-02-01,380.1,112.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-03-01,405.7,107.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-04-01,410,110.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-05-01,445.1,102.6,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-06-01,438,107.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-07-01,391.2,103.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-08-01,350.4,95.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-09-01,328.8,100.7,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-10-01,327.5,104.1,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-11-01,285.3,107,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID15",2025-12-01,338.8,106.4,"Lagoa Bonita","Polo_5",35.87,52.2,102,4.229,67.51,102.14
"CID16",2019-01-01,95.1,101.8,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-02-01,94.6,104.3,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-03-01,114.2,104.7,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-04-01,117.1,102,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-05-01,120.6,100.3,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-06-01,124.8,94.9,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-07-01,124.5,94.1,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-08-01,119.3,93.5,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-09-01,100.9,96.6,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-10-01,97.5,94.1,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-11-01,91.6,100,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2019-12-01,81.2,101.6,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
"CID16",2020-01-01,93.3,104,"Cerro Verde","Polo_1",13.92,15.24,24,4.276,65.49,79.11
