"loja_id","regiao","tipo_loja","porte","area_m2","num_funcionarios","fluxo_clientes_mensal","ticket_medio","gasto_marketing","receita_mensal","taxa_conversao","teve_reclamacao_grave","num_reclamacoes_mes","participou_campanha","receita_pre_campanha","receita_pos_campanha","participou_teste_fidelidade","grupo_teste_fidelidade","vendas_incrementais_fidelidade"
"LJ0200","Central","Quiosque","Pequena",92,3,1462,49.54,1932.47,2781.24,0.1126,0,0,0,NA,NA,0,NA,NA
"LJ0201","Norte","Shopping","Grande",406.3,19,17973,105.27,9787.96,32936.43,0.3245,0,0,1,32936.43,35100.07,0,NA,NA
"LJ0202","Leste","Shopping","Pequena",71.6,4,1488,44.97,1281.48,1959.18,0.1405,0,2,0,NA,NA,0,NA,NA
"LJ0203","Sul","Shopping","Pequena",58.2,7,2077,58.99,1143.09,2491.6,0.1402,0,2,0,NA,NA,0,NA,NA
"LJ0204","Norte","Rua","Pequena",71.2,2,2171,42,1162.48,1631.52,0.1509,0,2,0,NA,NA,0,NA,NA
"LJ0205","Sul","Shopping","Pequena",97.1,6,2145,55.49,1273.8,2675.73,0.1719,1,1,0,NA,NA,0,NA,NA
"LJ0206","Oeste","Rua","Pequena",74.6,5,1907,40.12,787.47,3217.78,0.1536,0,1,0,NA,NA,0,NA,NA
"LJ0207","Central","Shopping","Grande",518.7,22,17106,100.8,14072.02,31194.76,0.3392,0,0,0,NA,NA,0,NA,NA
"LJ0208","Norte","Rua","Grande",374.7,30,12471,110.99,9426.25,22604.59,0.3134,0,1,0,NA,NA,0,NA,NA
"LJ0209","Norte","Rua","Grande",460.1,43,13069,96.25,4616.59,19270.63,0.2974,0,2,0,NA,NA,0,NA,NA
"LJ0210","Leste","Shopping","Pequena",79.1,5,3086,58.66,1589.17,3359.83,0.2033,0,1,0,NA,NA,0,NA,NA
"LJ0211","Oeste","Rua","Pequena",69.9,7,2032,30.4,1890.52,1545.89,0.1389,0,2,1,1545.89,1836.95,0,NA,NA
"LJ0212","Central","Quiosque","Grande",513.2,21,15310,76.75,10191.31,19671.93,0.3367,0,3,0,NA,NA,0,NA,NA
"LJ0213","Central","Quiosque","Pequena",63.7,4,1645,47.91,1858.27,2225.5,0.1177,0,1,0,NA,NA,0,NA,NA
"LJ0214","Central","Rua","Media",231.5,10,8528,60.58,3618.82,9397.21,0.2839,0,2,0,NA,NA,0,NA,NA
"LJ0215","Norte","Quiosque","Pequena",83.8,5,1510,30.44,1451.97,1567.86,0.1344,0,0,1,1567.86,2023.57,1,"Tratamento",1038.3
"LJ0216","Leste","Rua","Pequena",90.1,3,1650,46.31,1078.37,2024.95,0.1322,1,1,0,NA,NA,1,"Controle",20.08
"LJ0217","Central","Quiosque","Grande",544.4,35,11628,103.24,9262.17,22872.19,0.3172,0,1,1,22872.19,23387.35,0,NA,NA
"LJ0218","Central","Shopping","Pequena",94.4,3,2568,38.11,1253.82,500,0.1958,1,2,0,NA,NA,1,"Tratamento",-46.34
"LJ0219","Central","Shopping","Pequena",98.2,4,2682,53.17,920.68,1489.94,0.1973,0,5,0,NA,NA,1,"Controle",-260.12
"LJ0220","Sul","Rua","Media",230.1,14,6584,72.34,2489.79,7556.18,0.2568,1,0,0,NA,NA,0,NA,NA
"LJ0221","Central","Shopping","Pequena",63.3,6,2172,64.67,738.19,500,0.1717,1,1,0,NA,NA,1,"Tratamento",-26.88
"LJ0222","Leste","Rua","Media",254.8,11,6574,66.09,2917.49,8941.1,0.2744,0,1,1,8941.1,9427.73,0,NA,NA
"LJ0223","Central","Rua","Media",279.7,7,4958,64.16,2727.38,6143.69,0.2418,0,0,0,NA,NA,0,NA,NA
"LJ0224","Oeste","Shopping","Pequena",86.1,3,2240,41.47,1139.58,2910.94,0.1833,0,2,0,NA,NA,0,NA,NA
"LJ0225","Sul","Shopping","Pequena",69.9,4,3236,44.6,1332.94,3579.02,0.1669,0,0,0,NA,NA,0,NA,NA
"LJ0226","Norte","Shopping","Pequena",83.9,3,2443,54.26,1408.48,2645.1,0.2079,0,1,0,NA,NA,0,NA,NA
"LJ0227","Oeste","Rua","Media",202.4,16,6307,63.62,4136.41,7455.37,0.2871,0,1,0,NA,NA,1,"Controle",-108.09
"LJ0228","Central","Quiosque","Pequena",82.7,6,2005,40.57,1297.94,500,0.1354,0,0,0,NA,NA,1,"Tratamento",162.46
"LJ0229","Sul","Shopping","Grande",494.1,22,23337,99.73,15385.38,42415.18,0.3497,0,0,1,42415.18,42226.03,0,NA,NA
"LJ0230","Central","Shopping","Media",149.6,7,7980,67.86,3632.9,7310.46,0.2991,0,1,1,7310.46,7872.62,1,"Tratamento",953.13
"LJ0231","Sul","Shopping","Pequena",105.4,3,2377,44.37,1342.2,4494.3,0.1488,0,1,0,NA,NA,0,NA,NA
"LJ0232","Central","Shopping","Grande",517.8,26,19047,81.56,6652.7,24485.47,0.3387,0,1,1,24485.47,25774.88,0,NA,NA
"LJ0233","Sul","Shopping","Media",241.3,7,7076,63.43,6448.36,8791.06,0.2423,0,2,0,NA,NA,0,NA,NA
"LJ0234","Leste","Shopping","Grande",450.2,20,17208,87.38,9380.86,30065.14,0.3321,0,1,0,NA,NA,1,"Tratamento",794.52
"LJ0235","Norte","Rua","Pequena",67.1,4,1109,36.27,1259.93,2443.34,0.1388,0,2,0,NA,NA,0,NA,NA
"LJ0236","Oeste","Rua","Pequena",96.5,3,1810,46.69,1867.79,3256.14,0.1426,0,5,0,NA,NA,0,NA,NA
"LJ0237","Norte","Shopping","Media",168.3,11,7745,82.01,3744.47,11708.48,0.2483,0,1,0,NA,NA,0,NA,NA
"LJ0238","Central","Rua","Media",261.1,10,5294,69.87,1957.32,7774.54,0.2716,0,1,0,NA,NA,0,NA,NA
"LJ0239","Central","Shopping","Pequena",51.1,5,2296,55.48,573.66,2542.7,0.1456,1,3,0,NA,NA,0,NA,NA
"LJ0240","Norte","Quiosque","Grande",508,31,10158,77.19,10571.59,13645.37,0.3003,0,1,0,NA,NA,0,NA,NA
"LJ0241","Norte","Quiosque","Media",183.1,13,4520,65.53,2238.09,7823.67,0.2809,0,0,0,NA,NA,1,"Controle",-129.47
"LJ0242","Leste","Rua","Media",188.3,9,5563,74.49,5152.59,9955.05,0.2548,0,0,0,NA,NA,1,"Tratamento",245.14
"LJ0243","Norte","Rua","Media",189.6,16,5927,60.34,3446.1,7529.21,0.239,0,1,1,7529.21,8156.35,1,"Controle",55.87
"LJ0244","Oeste","Shopping","Pequena",83.2,2,2895,44.01,1168.44,1469.88,0.1706,0,2,0,NA,NA,0,NA,NA
"LJ0245","Leste","Rua","Grande",560.8,29,13763,101.46,7121.09,24975.96,0.3288,1,1,1,24975.96,26072.01,0,NA,NA
"LJ0246","Leste","Shopping","Media",228.3,9,9627,49.1,6308.77,8328.66,0.3222,0,3,0,NA,NA,0,NA,NA
"LJ0247","Oeste","Quiosque","Grande",549.7,25,8761,62.67,10920.88,12472.6,0.2883,0,1,1,12472.6,14052.07,0,NA,NA
"LJ0248","Sul","Rua","Pequena",87.3,3,2245,44.02,1267.75,4077.45,0.1792,1,1,0,NA,NA,0,NA,NA
"LJ0249","Central","Rua","Pequena",42.9,6,2461,33.3,2039.27,5272.39,0.1822,0,0,0,NA,NA,0,NA,NA
"LJ0250","Central","Rua","Pequena",83.1,3,2551,44.97,1033.38,4056.3,0.1498,0,2,0,NA,NA,0,NA,NA
"LJ0251","Oeste","Quiosque","Pequena",69.6,5,1588,57.37,1166.89,2543.56,0.0962,0,1,0,NA,NA,1,"Controle",9.88
"LJ0252","Sul","Quiosque","Media",258.6,12,6300,74.39,2606.15,8393.04,0.2674,0,1,0,NA,NA,0,NA,NA
"LJ0253","Sul","Rua","Pequena",61,6,2193,50.42,1487.9,2481.16,0.137,0,0,1,2481.16,2532.45,0,NA,NA
"LJ0254","Oeste","Rua","Media",193.2,13,5647,79.6,3590.58,9986.68,0.2697,0,0,0,NA,NA,0,NA,NA
"LJ0255","Sul","Quiosque","Pequena",77.5,1,1864,41.96,1030.09,1019.18,0.1542,0,2,0,NA,NA,0,NA,NA
"LJ0256","Central","Shopping","Media",253.8,13,7810,61.59,2864.54,9328.37,0.2902,0,2,0,NA,NA,0,NA,NA
"LJ0257","Oeste","Rua","Pequena",76.1,5,1262,44.63,2482.67,1038.51,0.1385,0,0,0,NA,NA,0,NA,NA
"LJ0258","Norte","Quiosque","Pequena",95.8,3,1464,51.09,1634.8,1525.28,0.1033,0,2,0,NA,NA,0,NA,NA
"LJ0259","Norte","Rua","Media",247,13,6151,80.47,3744.84,5530.68,0.2883,1,2,0,NA,NA,0,NA,NA
"LJ0260","Oeste","Rua","Media",242.8,6,6628,62.61,4556.8,6638.25,0.3135,0,1,1,6638.25,6196.35,0,NA,NA
"LJ0261","Leste","Shopping","Pequena",43.9,4,2956,74.29,1753.55,7828.12,0.1638,0,2,0,NA,NA,1,"Tratamento",513.53
"LJ0262","Leste","Rua","Pequena",76.7,4,1456,63.83,988.35,3743.7,0.0896,0,1,0,NA,NA,0,NA,NA
"LJ0263","Norte","Rua","Media",222.6,12,6451,60.21,4058.38,7543.53,0.2674,1,2,0,NA,NA,1,"Tratamento",391.71
"LJ0264","Sul","Quiosque","Grande",550.1,30,3897,89.42,10221.18,8708.31,0.1974,0,2,1,8708.31,9917.92,0,NA,NA
"LJ0265","Oeste","Rua","Grande",490.7,33,13976,95.82,18218.76,31876.12,0.3774,0,1,0,NA,NA,0,NA,NA
"LJ0266","Central","Rua","Pequena",85.7,3,2265,41.97,1670.34,3468.34,0.1448,0,1,0,NA,NA,0,NA,NA
"LJ0267","Sul","Rua","Media",247.9,8,6052,55.94,3135.2,8297.33,0.2907,0,6,0,NA,NA,1,"Controle",61.9
"LJ0268","Leste","Rua","Media",235,13,6781,81.06,6207.18,11325.3,0.2503,0,0,0,NA,NA,0,NA,NA
"LJ0269","Oeste","Shopping","Pequena",66.2,4,2942,47.96,1019.04,1777.3,0.1886,0,0,0,NA,NA,0,NA,NA
"LJ0270","Oeste","Shopping","Media",162.5,9,7731,70.18,4014.97,8747.88,0.2917,0,1,0,NA,NA,0,NA,NA
"LJ0271","Leste","Rua","Pequena",68.6,5,2025,34.42,1551.55,3529.82,0.1606,0,2,0,NA,NA,0,NA,NA
"LJ0272","Leste","Rua","Media",158.6,10,6140,51.33,1632.82,7959.59,0.2587,0,0,0,NA,NA,0,NA,NA
"LJ0273","Central","Quiosque","Pequena",58.2,5,1448,47.68,1330.21,2654.86,0.1047,0,1,0,NA,NA,0,NA,NA
"LJ0274","Sul","Quiosque","Media",224.3,10,5060,73.74,1957.29,5207.09,0.2595,0,1,0,NA,NA,0,NA,NA
"LJ0275","Oeste","Quiosque","Pequena",81.2,5,1480,54.29,993.08,1669.7,0.1154,0,1,0,NA,NA,0,NA,NA
"LJ0276","Leste","Rua","Pequena",64.7,5,2729,42.93,877.85,2784.03,0.1913,0,1,1,2784.03,3856.85,0,NA,NA
"LJ0277","Norte","Rua","Grande",499.1,25,11514,94.49,8961.59,21921.88,0.2845,0,1,0,NA,NA,0,NA,NA
"LJ0278","Oeste","Shopping","Pequena",69.5,4,2376,34.81,1129.74,500,0.1882,0,1,0,NA,NA,0,NA,NA
"LJ0279","Oeste","Rua","Media",249.9,13,6418,52.42,4437.39,8122.36,0.2791,0,1,0,NA,NA,0,NA,NA
"LJ0280","Central","Quiosque","Media",183.9,13,4816,53.43,5272.13,6539.43,0.2727,0,2,0,NA,NA,0,NA,NA
"LJ0281","Oeste","Rua","Pequena",87.7,4,2193,44.36,2228.06,3098.87,0.1423,0,0,0,NA,NA,0,NA,NA
"LJ0282","Oeste","Quiosque","Pequena",66.3,4,1769,54.13,1442.25,2856.55,0.1263,0,1,1,2856.55,3552.44,0,NA,NA
"LJ0283","Leste","Shopping","Media",211.8,13,8086,79.65,5246.5,13051.51,0.2955,0,1,0,NA,NA,0,NA,NA
"LJ0284","Oeste","Shopping","Grande",387.9,23,17020,101.3,10807.11,32029.93,0.3397,0,1,0,NA,NA,0,NA,NA
"LJ0285","Oeste","Rua","Media",190.3,8,4820,79.42,3216.34,7926.73,0.2636,0,1,1,7926.73,9187.25,0,NA,NA
"LJ0286","Leste","Quiosque","Pequena",104.9,2,1425,46.19,1374.15,3766.04,0.138,0,1,0,NA,NA,0,NA,NA
"LJ0287","Central","Quiosque","Pequena",72.5,5,1656,27.23,828.07,2465.3,0.1386,0,1,0,NA,NA,0,NA,NA
"LJ0288","Central","Rua","Pequena",65.2,6,2486,56.59,1256.45,4158.59,0.1736,0,1,0,NA,NA,0,NA,NA
"LJ0289","Norte","Rua","Pequena",75.5,4,1253,42.84,1345.93,1916.94,0.1127,0,0,0,NA,NA,0,NA,NA
"LJ0290","Oeste","Rua","Media",263.2,14,6269,60.11,3843.21,7741.25,0.2467,0,1,0,NA,NA,1,"Tratamento",406.24
"LJ0291","Central","Rua","Media",239.7,13,7239,49.64,4344.33,7419.09,0.2831,0,0,0,NA,NA,1,"Controle",-24.28
"LJ0292","Norte","Shopping","Media",215.2,9,6921,72.89,9030.89,12745.65,0.2837,0,1,0,NA,NA,1,"Tratamento",353.63
"LJ0293","Leste","Rua","Media",296.8,11,6688,76.38,3029.09,11424.49,0.2612,0,1,1,11424.49,12100.97,1,"Tratamento",87.87
"LJ0294","Norte","Rua","Grande",484.2,22,13159,96.3,9025.88,20268.55,0.312,0,1,0,NA,NA,0,NA,NA
"LJ0295","Oeste","Shopping","Media",245.5,13,8342,66,6636.64,9930.98,0.3002,0,1,1,9930.98,9301.98,0,NA,NA
"LJ0296","Oeste","Shopping","Grande",412.8,32,13445,132.2,14556.93,35853.64,0.3378,0,0,0,NA,NA,0,NA,NA
"LJ0297","Leste","Quiosque","Media",253.5,12,3875,41.84,4498.7,3857.87,0.1764,0,4,0,NA,NA,1,"Tratamento",123.64
"LJ0298","Leste","Rua","Media",221.4,11,6244,39.02,4799.83,4573.1,0.2459,0,1,0,NA,NA,0,NA,NA
"LJ0299","Central","Shopping","Media",219.3,12,7235,65.57,4096.14,6739.54,0.2794,0,3,0,NA,NA,1,"Tratamento",-79.46
"LJ0300","Sul","Shopping","Pequena",102.4,2,1861,42.86,1300.12,500,0.1443,0,1,0,NA,NA,0,NA,NA
"LJ0301","Leste","Rua","Grande",504,30,16201,91.26,13290.1,31781.1,0.3386,0,4,0,NA,NA,1,"Controle",-133.18
"LJ0302","Leste","Quiosque","Pequena",96.4,7,1133,45.51,683.31,2453.77,0.1179,0,1,0,NA,NA,0,NA,NA
"LJ0303","Leste","Rua","Media",234.6,9,6889,71.18,4010.81,9897.33,0.2813,1,0,0,NA,NA,0,NA,NA
"LJ0304","Sul","Rua","Media",196.6,7,8098,51.84,3669.43,11155.79,0.3067,0,2,0,NA,NA,0,NA,NA
"LJ0305","Norte","Rua","Pequena",58.7,3,3297,57.35,746.88,1464.56,0.2019,0,2,0,NA,NA,0,NA,NA
"LJ0306","Central","Shopping","Pequena",84,5,2134,51.59,1413.26,3910.79,0.1602,1,2,0,NA,NA,1,"Tratamento",79.6
"LJ0307","Oeste","Rua","Pequena",69.9,4,2449,35.66,1919.58,2278.14,0.197,0,0,1,2278.14,2680.71,0,NA,NA
"LJ0308","Sul","Rua","Pequena",84.5,3,1699,32.76,1777.95,628.06,0.1507,0,3,0,NA,NA,0,NA,NA
"LJ0309","Oeste","Shopping","Pequena",84.7,3,2835,44.53,1772.25,4877.68,0.194,1,2,1,4877.68,5453.15,0,NA,NA
"LJ0310","Norte","Rua","Media",182,10,6679,57.37,2961.75,7871.63,0.2921,0,0,0,NA,NA,1,"Controle",452.65
"LJ0311","Norte","Rua","Grande",458.7,35,11745,83.19,16223.23,21342.82,0.3332,0,3,0,NA,NA,1,"Controle",53.36
"LJ0312","Oeste","Rua","Grande",424.1,31,11495,73.92,7957.21,15267.25,0.3141,0,1,1,15267.25,16940.2,0,NA,NA
"LJ0313","Sul","Quiosque","Pequena",108.9,3,1764,50.39,1161.01,500,0.1524,0,0,0,NA,NA,0,NA,NA
"LJ0314","Oeste","Quiosque","Pequena",94.5,5,1777,40.35,783.17,1085.85,0.1262,0,1,0,NA,NA,0,NA,NA
"LJ0315","Sul","Shopping","Pequena",76.5,3,2647,43.8,1096.87,500,0.2066,0,0,0,NA,NA,0,NA,NA
"LJ0316","Norte","Rua","Media",267.5,10,5768,51.13,4711.51,10857.21,0.2602,0,0,0,NA,NA,1,"Tratamento",538.61
"LJ0317","Leste","Shopping","Pequena",91.4,5,2739,50.06,2412.08,4395.35,0.1673,0,1,1,4395.35,4344.07,0,NA,NA
"LJ0318","Leste","Quiosque","Pequena",77.7,5,2348,41.28,1280.75,3873.58,0.1776,0,2,0,NA,NA,0,NA,NA
"LJ0319","Leste","Quiosque","Media",209.1,5,5104,59.62,2843.72,7581.31,0.2321,0,1,0,NA,NA,0,NA,NA
"LJ0320","Leste","Quiosque","Pequena",67.3,6,1391,38.96,1284.28,4263.3,0.1551,1,0,0,NA,NA,0,NA,NA
"LJ0321","Norte","Rua","Media",235.2,13,6443,61.92,4189.74,5696.17,0.2727,0,1,0,NA,NA,0,NA,NA
"LJ0322","Leste","Rua","Pequena",75.6,4,1989,30.25,1219.06,1842.53,0.1363,0,1,0,NA,NA,0,NA,NA
"LJ0323","Central","Shopping","Pequena",83.9,3,1698,47.78,1839.35,1685.78,0.1422,0,3,0,NA,NA,0,NA,NA
"LJ0324","Norte","Shopping","Pequena",96.7,4,2924,57.04,1300.42,1694.46,0.1949,0,1,0,NA,NA,0,NA,NA
"LJ0325","Central","Quiosque","Pequena",96.9,4,524,34.02,1251.7,500,0.0789,0,1,0,NA,NA,1,"Controle",40.04
"LJ0326","Oeste","Shopping","Media",226.7,9,8272,65.49,3217.69,10802.32,0.2759,0,0,1,10802.32,12815.25,1,"Controle",-274.38
"LJ0327","Oeste","Rua","Grande",480.3,29,14191,103.76,10004.26,27185.17,0.3247,0,3,0,NA,NA,0,NA,NA
"LJ0328","Leste","Rua","Media",272.3,14,5419,53.91,5330.86,4253.75,0.2162,0,0,0,NA,NA,1,"Tratamento",499.82
"LJ0329","Sul","Quiosque","Media",197.3,13,4073,58.89,3293.57,7269.27,0.2171,1,0,0,NA,NA,0,NA,NA
"LJ0330","Oeste","Quiosque","Media",151.3,8,5386,81.86,4119.03,7846.69,0.2072,0,1,0,NA,NA,1,"Tratamento",76.69
"LJ0331","Sul","Rua","Media",200.1,10,8218,59.5,1972.38,11320.38,0.3169,0,0,1,11320.38,10530.76,0,NA,NA
"LJ0332","Oeste","Quiosque","Media",167,8,5046,71,3009.39,8067.96,0.2085,1,0,0,NA,NA,0,NA,NA
"LJ0333","Oeste","Shopping","Media",203.9,12,8524,67.76,3605.3,12240.25,0.2788,0,2,0,NA,NA,0,NA,NA
"LJ0334","Norte","Rua","Pequena",82,4,2323,38.73,1498.02,5511.84,0.1458,0,1,0,NA,NA,0,NA,NA
"LJ0335","Sul","Rua","Pequena",98.3,6,1649,48.13,1156.65,4951.01,0.1178,0,0,0,NA,NA,0,NA,NA
"LJ0336","Norte","Rua","Grande",491.8,23,17688,111.58,8768.02,34371.99,0.399,0,1,0,NA,NA,1,"Controle",107.18
"LJ0337","Sul","Rua","Media",233.5,7,6739,71.85,3780.26,8000.87,0.2679,0,0,0,NA,NA,0,NA,NA
"LJ0338","Leste","Quiosque","Pequena",96.9,3,1959,38.09,1046.81,4261.95,0.1668,0,2,1,4261.95,4845.41,0,NA,NA
"LJ0339","Sul","Rua","Media",195.3,13,5222,61.23,4848.65,6267.82,0.2456,0,1,0,NA,NA,0,NA,NA
"LJ0340","Leste","Quiosque","Pequena",96.3,4,1465,35.79,634.67,838.84,0.1005,0,3,0,NA,NA,0,NA,NA
"LJ0341","Sul","Quiosque","Pequena",81,5,1396,43.57,1157.24,5496.41,0.1357,0,2,1,5496.41,6229.11,0,NA,NA
"LJ0342","Leste","Shopping","Media",238.6,10,7664,57.17,6400.25,11337.59,0.2725,0,2,1,11337.59,11082.39,1,"Tratamento",279.64
"LJ0343","Sul","Rua","Pequena",79.8,3,2735,49.3,1165.93,3548.1,0.1568,0,1,0,NA,NA,1,"Tratamento",800.95
"LJ0344","Central","Shopping","Pequena",69.2,7,2131,38.34,2410.27,1545.69,0.1241,0,3,1,1545.69,1504.32,0,NA,NA
"LJ0345","Oeste","Rua","Media",250.6,10,5509,66.05,5776.4,7752.36,0.2562,0,3,0,NA,NA,0,NA,NA
"LJ0346","Central","Shopping","Media",207.6,10,6420,63.04,2993.18,5327.21,0.2632,0,2,0,NA,NA,1,"Controle",309.79
"LJ0347","Sul","Quiosque","Pequena",85.5,6,2125,37.76,1565.55,4297.61,0.1355,0,4,0,NA,NA,0,NA,NA
"LJ0348","Sul","Shopping","Media",218.7,6,7619,55.88,4013.4,8162.97,0.2806,0,1,0,NA,NA,1,"Tratamento",254.41
"LJ0349","Leste","Rua","Grande",427.6,27,15695,113.32,12319.34,28987.91,0.3672,0,3,0,NA,NA,1,"Tratamento",732.9
"LJ0350","Sul","Rua","Media",139.6,12,6206,69.55,4322.04,4838.38,0.2779,0,2,0,NA,NA,1,"Controle",-128.37
"LJ0351","Leste","Shopping","Pequena",73,6,2332,34.55,826.46,1943.59,0.1859,0,1,0,NA,NA,0,NA,NA
"LJ0352","Norte","Shopping","Media",226.7,11,8122,61.63,3467.81,8158.26,0.3169,0,3,0,NA,NA,1,"Controle",236.07
"LJ0353","Central","Shopping","Pequena",75.4,4,2472,36.68,1597.29,6719.2,0.1333,0,5,0,NA,NA,0,NA,NA
"LJ0354","Central","Rua","Pequena",67.3,2,2323,35.33,1255.63,5528.84,0.1568,0,2,1,5528.84,5470.21,0,NA,NA
"LJ0355","Leste","Rua","Pequena",56.6,5,1522,35.17,6339.77,2571.23,0.1108,0,1,0,NA,NA,0,NA,NA
"LJ0356","Norte","Shopping","Grande",481.6,25,21207,118.09,16135.65,41405.3,0.3665,0,4,0,NA,NA,0,NA,NA
"LJ0357","Norte","Rua","Grande",484.3,26,17538,102.04,11058.44,35841.53,0.3212,0,3,0,NA,NA,0,NA,NA
"LJ0358","Central","Quiosque","Media",265.9,11,6396,51.73,2307.33,5781.11,0.2751,0,0,1,5781.11,7002.53,0,NA,NA
"LJ0359","Leste","Quiosque","Pequena",81.9,4,1825,52.49,1530.28,2330.05,0.1329,0,1,0,NA,NA,0,NA,NA
"LJ0360","Oeste","Quiosque","Media",271.4,13,5005,60.44,5348.27,5905.19,0.2579,0,1,0,NA,NA,0,NA,NA
"LJ0361","Central","Rua","Media",220.8,9,6672,82.57,5156.64,12107.85,0.2606,0,1,0,NA,NA,1,"Tratamento",601.29
"LJ0362","Sul","Rua","Pequena",73,4,2260,48.15,1069.29,1915.46,0.1465,1,3,0,NA,NA,0,NA,NA
"LJ0363","Norte","Quiosque","Pequena",84.7,6,1599,54.14,1543.87,6554.61,0.154,0,3,0,NA,NA,0,NA,NA
"LJ0364","Central","Shopping","Media",217.9,13,6941,67.56,4364.27,8403.03,0.2761,0,0,0,NA,NA,0,NA,NA
"LJ0365","Leste","Rua","Pequena",78.7,4,2299,41.97,1233.82,531.48,0.1467,0,1,0,NA,NA,0,NA,NA
"LJ0366","Sul","Shopping","Pequena",59.9,4,2409,42.67,2361.22,3509.63,0.1814,0,0,0,NA,NA,0,NA,NA
"LJ0367","Norte","Rua","Media",207.7,9,7155,76.95,3817.36,12393.55,0.2688,0,0,0,NA,NA,0,NA,NA
"LJ0368","Norte","Rua","Media",165.6,15,6484,48.12,5047.8,6478.41,0.2794,0,1,0,NA,NA,0,NA,NA
"LJ0369","Leste","Rua","Media",204.2,10,6189,54.16,2933.65,5893.85,0.2569,0,1,0,NA,NA,0,NA,NA
"LJ0370","Norte","Rua","Pequena",93.8,3,2268,36.95,1471.27,938.92,0.1708,0,2,0,NA,NA,0,NA,NA
"LJ0371","Oeste","Rua","Media",91.4,10,6566,61.48,14821.16,12494.58,0.2696,0,1,0,NA,NA,1,"Controle",107.89
"LJ0372","Leste","Rua","Grande",436.6,24,13604,111.32,9384.8,26230.42,0.3514,0,3,0,NA,NA,0,NA,NA
"LJ0373","Norte","Rua","Pequena",74.9,4,2243,56.31,622.85,2947.37,0.153,0,0,0,NA,NA,1,"Tratamento",251.66
"LJ0374","Leste","Rua","Media",177.3,10,6451,60.13,3211.25,7293.52,0.2741,0,1,0,NA,NA,0,NA,NA
"LJ0375","Oeste","Shopping","Grande",397.3,32,18848,99.47,8784.78,33601.63,0.3258,0,0,0,NA,NA,1,"Controle",325.14
"LJ0376","Central","Rua","Pequena",107,4,2252,39.56,818.4,1358.89,0.1857,0,0,0,NA,NA,1,"Controle",350.26
"LJ0377","Oeste","Rua","Media",245.1,8,6290,75.69,6089.36,11732.85,0.2453,0,1,0,NA,NA,0,NA,NA
"LJ0378","Central","Rua","Pequena",63.1,6,2414,51.55,1117.16,3255.38,0.1947,0,1,0,NA,NA,1,"Controle",3.97
"LJ0379","Sul","Quiosque","Media",227.1,13,5734,81.64,2767.41,9245.03,0.2348,0,2,0,NA,NA,0,NA,NA
"LJ0380","Central","Rua","Media",201.5,12,6921,50.88,5627.62,10657.17,0.2699,0,2,0,NA,NA,0,NA,NA
"LJ0381","Oeste","Shopping","Media",184.1,12,7058,50.04,4060.66,6488.73,0.2577,0,3,0,NA,NA,0,NA,NA
"LJ0382","Norte","Shopping","Media",238,14,6604,65.4,3194.97,5409.41,0.2947,0,2,0,NA,NA,0,NA,NA
"LJ0383","Sul","Rua","Grande",522.3,30,11964,91.73,5392.73,18095.68,0.3287,0,1,1,18095.68,19499.57,0,NA,NA
"LJ0384","Leste","Rua","Media",183.3,14,7132,70.67,5182.16,9938.73,0.2399,0,0,1,9938.73,10312.37,0,NA,NA
"LJ0385","Norte","Quiosque","Media",297,13,4271,66.36,3888.58,4438.99,0.2433,0,2,0,NA,NA,1,"Tratamento",255.13
"LJ0386","Oeste","Rua","Pequena",63.6,4,2743,38.29,1307.88,2529.28,0.1465,0,0,0,NA,NA,0,NA,NA
"LJ0387","Leste","Rua","Pequena",92.7,5,2523,53.87,2069.19,500,0.1441,0,3,1,500,962.55,0,NA,NA
"LJ0388","Sul","Shopping","Grande",479.7,19,15920,81.44,12696.23,27128.34,0.3784,0,3,0,NA,NA,1,"Controle",-335.78
"LJ0389","Central","Shopping","Media",205.2,11,7583,67.53,5115.34,10469.98,0.282,0,0,0,NA,NA,0,NA,NA
"LJ0390","Leste","Quiosque","Media",215.7,10,6691,68.91,4152.55,6646.83,0.2616,0,2,0,NA,NA,0,NA,NA
"LJ0391","Norte","Shopping","Media",269.1,13,7871,57.49,3045.01,13304.2,0.3008,0,1,0,NA,NA,0,NA,NA
"LJ0392","Oeste","Rua","Grande",555.6,29,17418,89.75,8340.85,28211.99,0.2834,1,0,0,NA,NA,0,NA,NA
"LJ0393","Sul","Shopping","Grande",480.8,34,16733,104.94,10103.93,30870.07,0.3524,0,1,1,30870.07,30907.72,0,NA,NA
"LJ0394","Central","Quiosque","Media",253,11,5678,75.79,5162.33,7989.46,0.2427,1,2,0,NA,NA,1,"Tratamento",715.83
"LJ0395","Central","Rua","Pequena",78.9,4,2316,51.5,1948.25,2778.32,0.1629,0,1,1,2778.32,2589.72,0,NA,NA
"LJ0396","Oeste","Shopping","Media",253.3,12,9860,47.05,4590.74,6843.76,0.3203,0,3,0,NA,NA,0,NA,NA
"LJ0397","Central","Rua","Media",215.5,15,5864,74.43,3421.53,9168.07,0.2687,0,3,0,NA,NA,0,NA,NA
"LJ0398","Oeste","Shopping","Pequena",104,3,2338,48.39,1271.6,2479.46,0.1338,0,0,0,NA,NA,0,NA,NA
"LJ0399","Leste","Rua","Pequena",52.9,6,2144,21.61,941.33,500,0.1819,0,1,0,NA,NA,0,NA,NA
